,claw_length_cm,endangered,size_cm,specie,sub_specie,tail_length_cm,weight_kg
342,7.871,vulnerable,65.494,three_toed,Maned three-toed sloth,5.609,3.711
343,6.529,vulnerable,62.786,three_toed,Maned three-toed sloth,3.414,5.286
344,7.001,vulnerable,63.95,three_toed,Maned three-toed sloth,4.135,6.246
345,7.891,vulnerable,64.9,three_toed,Maned three-toed sloth,4.559,5.509
346,7.808,vulnerable,62.75,three_toed,Maned three-toed sloth,4.235,5.968
347,9.158,vulnerable,61.981,three_toed,Maned three-toed sloth,6.13,4.196
348,9.035,vulnerable,64.503,three_toed,Maned three-toed sloth,6.355,5.901
349,6.945,vulnerable,63.602,three_toed,Maned three-toed sloth,5.574,5.165
350,8.0,vulnerable,61.541,three_toed,Maned three-toed sloth,5.084,5.821
351,7.493,vulnerable,63.116,three_toed,Maned three-toed sloth,5.611,5.211
352,7.125,vulnerable,63.416,three_toed,Maned three-toed sloth,5.327,3.682
353,7.92,vulnerable,62.121,three_toed,Maned three-toed sloth,6.196,4.977
354,6.501,vulnerable,63.341,three_toed,Maned three-toed sloth,3.629,4.305
355,7.344,vulnerable,64.65,three_toed,Maned three-toed sloth,6.45,4.829
356,7.757,vulnerable,63.232,three_toed,Maned three-toed sloth,5.619,5.789
357,7.422,vulnerable,63.587,three_toed,Maned three-toed sloth,7.141,5.315
358,7.966,vulnerable,62.811,three_toed,Maned three-toed sloth,5.366,5.325
359,8.515,vulnerable,63.786,three_toed,Maned three-toed sloth,3.877,6.114
360,7.49,vulnerable,63.146,three_toed,Maned three-toed sloth,3.996,4.54
361,7.132,vulnerable,63.713,three_toed,Maned three-toed sloth,4.866,6.639
362,6.511,vulnerable,63.052,three_toed,Maned three-toed sloth,4.992,6.704
363,8.67,vulnerable,63.035,three_toed,Maned three-toed sloth,4.918,4.702
364,6.351,vulnerable,63.3,three_toed,Maned three-toed sloth,4.343,6.352
365,6.933,vulnerable,63.202,three_toed,Maned three-toed sloth,4.278,5.582
366,6.466,vulnerable,62.332,three_toed,Maned three-toed sloth,5.011,5.803
367,6.887,vulnerable,63.374,three_toed,Maned three-toed sloth,4.517,5.142
368,8.308,vulnerable,63.154,three_toed,Maned three-toed sloth,4.604,3.459
369,6.801,vulnerable,63.156,three_toed,Maned three-toed sloth,4.714,5.696
370,6.789,vulnerable,63.724,three_toed,Maned three-toed sloth,5.594,6.903
371,5.586,vulnerable,63.745,three_toed,Maned three-toed sloth,5.585,4.687
372,6.412,vulnerable,62.971,three_toed,Maned three-toed sloth,6.572,4.773
373,7.473,vulnerable,63.798,three_toed,Maned three-toed sloth,5.394,5.128
374,7.17,vulnerable,64.941,three_toed,Maned three-toed sloth,6.17,5.694
375,6.239,vulnerable,61.503,three_toed,Maned three-toed sloth,4.203,6.131
376,7.98,vulnerable,62.666,three_toed,Maned three-toed sloth,6.315,5.133
377,6.469,vulnerable,61.927,three_toed,Maned three-toed sloth,4.343,5.722
378,7.185,vulnerable,62.947,three_toed,Maned three-toed sloth,5.168,7.022
379,7.077,vulnerable,64.353,three_toed,Maned three-toed sloth,4.203,7.278
380,9.263,vulnerable,62.408,three_toed,Maned three-toed sloth,5.778,4.286
381,5.808,vulnerable,64.193,three_toed,Maned three-toed sloth,5.277,5.316
382,7.763,vulnerable,64.659,three_toed,Maned three-toed sloth,4.189,4.945
383,7.297,vulnerable,63.194,three_toed,Maned three-toed sloth,5.059,5.772
384,8.459,vulnerable,63.871,three_toed,Maned three-toed sloth,5.24,4.828
385,7.715,vulnerable,62.709,three_toed,Maned three-toed sloth,5.162,4.368
386,7.758,vulnerable,65.701,three_toed,Maned three-toed sloth,5.385,6.319
387,7.215,vulnerable,63.814,three_toed,Maned three-toed sloth,5.422,6.46
388,8.997,vulnerable,62.35,three_toed,Maned three-toed sloth,3.767,6.439
389,8.769,vulnerable,63.018,three_toed,Maned three-toed sloth,4.494,6.665
390,7.973,vulnerable,61.903,three_toed,Maned three-toed sloth,4.718,7.079
391,6.749,vulnerable,63.106,three_toed,Maned three-toed sloth,3.416,5.829
392,6.005,vulnerable,64.841,three_toed,Maned three-toed sloth,3.863,4.632
393,6.68,vulnerable,63.835,three_toed,Maned three-toed sloth,4.69,7.295
394,7.324,vulnerable,61.995,three_toed,Maned three-toed sloth,5.34,5.608
395,6.602,vulnerable,62.025,three_toed,Maned three-toed sloth,6.266,7.291
396,6.878,vulnerable,65.231,three_toed,Maned three-toed sloth,5.506,4.977
397,10.129,vulnerable,63.701,three_toed,Maned three-toed sloth,4.97,4.788
398,7.477,vulnerable,61.589,three_toed,Maned three-toed sloth,4.921,6.119
399,8.916,vulnerable,64.102,three_toed,Maned three-toed sloth,4.436,7.551
400,7.552,vulnerable,64.627,three_toed,Maned three-toed sloth,4.559,6.659
401,6.56,vulnerable,64.43,three_toed,Maned three-toed sloth,5.109,5.209
402,7.692,vulnerable,63.042,three_toed,Maned three-toed sloth,4.008,5.16
403,6.106,vulnerable,63.692,three_toed,Maned three-toed sloth,7.458,5.96
404,9.388,vulnerable,63.418,three_toed,Maned three-toed sloth,5.632,4.57
405,8.722,vulnerable,64.926,three_toed,Maned three-toed sloth,4.625,7.482
406,9.257,vulnerable,64.876,three_toed,Maned three-toed sloth,4.895,6.266
407,7.998,vulnerable,64.637,three_toed,Maned three-toed sloth,7.774,7.124
408,7.898,vulnerable,61.238,three_toed,Maned three-toed sloth,3.078,4.985
409,6.411,vulnerable,64.025,three_toed,Maned three-toed sloth,4.07,4.056
410,7.831,vulnerable,63.953,three_toed,Maned three-toed sloth,3.835,4.661
411,6.249,vulnerable,62.934,three_toed,Maned three-toed sloth,4.254,6.236
412,7.252,vulnerable,62.93,three_toed,Maned three-toed sloth,5.532,6.287
413,7.113,vulnerable,63.059,three_toed,Maned three-toed sloth,4.411,6.553
414,8.391,vulnerable,63.367,three_toed,Maned three-toed sloth,3.113,4.384
415,6.997,vulnerable,62.554,three_toed,Maned three-toed sloth,3.773,5.522
416,7.537,vulnerable,63.452,three_toed,Maned three-toed sloth,6.1,4.235
417,7.813,vulnerable,62.764,three_toed,Maned three-toed sloth,4.572,4.718
418,7.86,vulnerable,63.164,three_toed,Maned three-toed sloth,7.401,6.035
419,8.463,vulnerable,62.109,three_toed,Maned three-toed sloth,6.179,6.017
420,7.526,vulnerable,64.741,three_toed,Maned three-toed sloth,4.681,5.098
421,7.563,vulnerable,63.918,three_toed,Maned three-toed sloth,4.882,6.34
422,8.192,vulnerable,63.859,three_toed,Maned three-toed sloth,6.606,5.093
423,7.109,vulnerable,63.13,three_toed,Maned three-toed sloth,6.539,5.502
424,7.51,vulnerable,61.77,three_toed,Maned three-toed sloth,4.534,7.22
425,5.507,vulnerable,65.896,three_toed,Maned three-toed sloth,5.648,4.755
426,8.369,vulnerable,63.429,three_toed,Maned three-toed sloth,6.051,5.091
427,7.254,vulnerable,64.543,three_toed,Maned three-toed sloth,4.222,5.434
428,7.955,vulnerable,63.163,three_toed,Maned three-toed sloth,5.981,6.749
429,8.434,vulnerable,63.55,three_toed,Maned three-toed sloth,5.154,6.314
430,5.812,vulnerable,63.169,three_toed,Maned three-toed sloth,5.644,5.664
431,7.166,vulnerable,63.461,three_toed,Maned three-toed sloth,5.061,4.978
432,6.722,vulnerable,63.142,three_toed,Maned three-toed sloth,3.944,3.713
433,6.741,vulnerable,63.827,three_toed,Maned three-toed sloth,4.438,6.899
434,5.724,vulnerable,63.135,three_toed,Maned three-toed sloth,4.628,5.63
435,7.13,vulnerable,64.164,three_toed,Maned three-toed sloth,2.333,6.965
436,8.364,vulnerable,60.734,three_toed,Maned three-toed sloth,4.628,7.694
437,6.787,vulnerable,64.107,three_toed,Maned three-toed sloth,3.855,5.661
438,7.092,vulnerable,63.309,three_toed,Maned three-toed sloth,5.028,5.418
439,6.811,vulnerable,63.315,three_toed,Maned three-toed sloth,4.655,3.73
440,6.529,vulnerable,63.272,three_toed,Maned three-toed sloth,3.951,5.897
441,6.877,vulnerable,63.149,three_toed,Maned three-toed sloth,5.864,5.572
442,8.752,vulnerable,62.978,three_toed,Maned three-toed sloth,4.458,6.843
443,7.062,vulnerable,63.823,three_toed,Maned three-toed sloth,3.374,3.19
444,6.853,vulnerable,64.025,three_toed,Maned three-toed sloth,5.411,6.584
445,6.571,vulnerable,64.153,three_toed,Maned three-toed sloth,4.259,6.496
446,7.791,vulnerable,63.858,three_toed,Maned three-toed sloth,4.114,6.843
447,7.468,vulnerable,63.72,three_toed,Maned three-toed sloth,5.704,6.8
448,6.913,vulnerable,64.146,three_toed,Maned three-toed sloth,6.375,5.32
449,6.758,vulnerable,65.289,three_toed,Maned three-toed sloth,5.042,6.842
450,6.941,vulnerable,64.108,three_toed,Maned three-toed sloth,6.649,6.355
451,7.217,vulnerable,62.722,three_toed,Maned three-toed sloth,5.56,7.223
452,8.467,vulnerable,63.385,three_toed,Maned three-toed sloth,4.704,6.323
453,5.521,vulnerable,62.737,three_toed,Maned three-toed sloth,5.341,5.034
454,5.842,vulnerable,62.883,three_toed,Maned three-toed sloth,4.999,6.773
455,6.552,vulnerable,62.148,three_toed,Maned three-toed sloth,4.908,6.934
456,9.122,vulnerable,63.822,three_toed,Maned three-toed sloth,3.203,6.349
457,7.959,vulnerable,62.326,three_toed,Maned three-toed sloth,5.193,5.693
458,8.089,vulnerable,62.391,three_toed,Maned three-toed sloth,5.673,6.023
459,7.874,vulnerable,64.111,three_toed,Maned three-toed sloth,7.051,4.772
460,8.18,vulnerable,61.834,three_toed,Maned three-toed sloth,5.576,6.441
461,7.704,vulnerable,63.203,three_toed,Maned three-toed sloth,3.619,5.758
462,7.049,vulnerable,63.497,three_toed,Maned three-toed sloth,3.254,5.487
463,9.006,vulnerable,63.919,three_toed,Maned three-toed sloth,2.994,6.642
464,7.324,vulnerable,63.008,three_toed,Maned three-toed sloth,2.431,6.297
465,7.641,vulnerable,61.96,three_toed,Maned three-toed sloth,5.485,6.031
466,6.881,vulnerable,63.58,three_toed,Maned three-toed sloth,3.834,4.065
467,6.844,vulnerable,63.239,three_toed,Maned three-toed sloth,6.683,7.037
468,7.126,vulnerable,63.788,three_toed,Maned three-toed sloth,4.997,7.132
469,7.079,vulnerable,63.497,three_toed,Maned three-toed sloth,3.971,4.945
470,8.068,vulnerable,62.599,three_toed,Maned three-toed sloth,4.841,4.938
471,6.829,vulnerable,63.826,three_toed,Maned three-toed sloth,6.217,3.867
472,5.934,vulnerable,63.276,three_toed,Maned three-toed sloth,4.224,6.355
473,7.17,vulnerable,61.929,three_toed,Maned three-toed sloth,5.176,5.628
474,7.778,vulnerable,64.323,three_toed,Maned three-toed sloth,3.471,6.89
475,6.562,vulnerable,63.397,three_toed,Maned three-toed sloth,4.435,5.807
476,7.282,vulnerable,62.311,three_toed,Maned three-toed sloth,4.588,7.191
477,7.878,vulnerable,61.963,three_toed,Maned three-toed sloth,4.906,4.997
478,7.647,vulnerable,64.693,three_toed,Maned three-toed sloth,5.178,4.762
479,6.776,vulnerable,64.748,three_toed,Maned three-toed sloth,5.314,5.45
480,5.721,vulnerable,63.922,three_toed,Maned three-toed sloth,3.876,5.791
481,8.919,vulnerable,61.831,three_toed,Maned three-toed sloth,5.552,5.445
482,7.854,vulnerable,63.937,three_toed,Maned three-toed sloth,4.761,7.604
483,7.547,vulnerable,65.58,three_toed,Maned three-toed sloth,4.405,6.212
484,8.77,vulnerable,63.965,three_toed,Maned three-toed sloth,7.979,6.53
485,6.11,vulnerable,63.558,three_toed,Maned three-toed sloth,5.209,5.906
486,7.04,vulnerable,62.68,three_toed,Maned three-toed sloth,5.41,5.931
487,9.819,vulnerable,64.008,three_toed,Maned three-toed sloth,2.712,5.56
488,6.055,vulnerable,63.894,three_toed,Maned three-toed sloth,2.838,7.158
489,8.015,vulnerable,62.666,three_toed,Maned three-toed sloth,4.232,6.812
490,7.865,vulnerable,64.219,three_toed,Maned three-toed sloth,4.194,5.658
491,9.28,vulnerable,63.131,three_toed,Maned three-toed sloth,5.159,5.409
492,8.328,vulnerable,65.036,three_toed,Maned three-toed sloth,3.497,4.018
493,6.311,vulnerable,61.537,three_toed,Maned three-toed sloth,3.099,5.497
494,7.927,vulnerable,63.342,three_toed,Maned three-toed sloth,3.927,6.159
495,6.287,vulnerable,65.616,three_toed,Maned three-toed sloth,3.811,6.772
496,8.765,vulnerable,62.441,three_toed,Maned three-toed sloth,3.432,5.018
497,7.351,vulnerable,64.213,three_toed,Maned three-toed sloth,6.192,6.435
498,8.476,vulnerable,64.199,three_toed,Maned three-toed sloth,6.5,6.792
499,7.388,vulnerable,64.488,three_toed,Maned three-toed sloth,4.138,7.592
500,7.917,vulnerable,62.841,three_toed,Maned three-toed sloth,3.719,3.464
501,7.348,vulnerable,63.949,three_toed,Maned three-toed sloth,5.032,5.857
502,7.791,vulnerable,64.5,three_toed,Maned three-toed sloth,5.24,6.936
503,8.369,vulnerable,62.3,three_toed,Maned three-toed sloth,7.913,3.458
504,9.381,vulnerable,63.362,three_toed,Maned three-toed sloth,3.729,4.147
505,8.307,vulnerable,63.43,three_toed,Maned three-toed sloth,5.897,4.254
506,8.707,vulnerable,62.264,three_toed,Maned three-toed sloth,4.842,6.371
507,7.616,vulnerable,62.627,three_toed,Maned three-toed sloth,6.011,4.145
508,5.945,vulnerable,62.459,three_toed,Maned three-toed sloth,6.983,5.623
509,7.826,vulnerable,64.114,three_toed,Maned three-toed sloth,4.159,6.122
510,8.19,vulnerable,62.389,three_toed,Maned three-toed sloth,5.791,5.065
511,7.921,vulnerable,63.351,three_toed,Maned three-toed sloth,4.295,5.994
512,6.813,vulnerable,64.038,three_toed,Maned three-toed sloth,6.835,5.075
513,7.676,vulnerable,62.983,three_toed,Maned three-toed sloth,5.04,4.426
514,8.0,vulnerable,62.919,three_toed,Maned three-toed sloth,5.071,6.17
515,7.71,vulnerable,63.064,three_toed,Maned three-toed sloth,4.406,5.179
516,7.48,vulnerable,63.287,three_toed,Maned three-toed sloth,5.623,4.294
517,6.966,vulnerable,64.902,three_toed,Maned three-toed sloth,5.003,7.184
518,8.703,vulnerable,62.469,three_toed,Maned three-toed sloth,4.593,5.594
519,7.116,vulnerable,62.741,three_toed,Maned three-toed sloth,4.801,5.451
520,6.785,vulnerable,63.306,three_toed,Maned three-toed sloth,3.868,3.388
521,7.453,vulnerable,63.092,three_toed,Maned three-toed sloth,5.303,3.974
522,8.212,vulnerable,64.133,three_toed,Maned three-toed sloth,5.504,5.891
523,5.488,vulnerable,63.099,three_toed,Maned three-toed sloth,3.512,4.109
524,7.419,vulnerable,62.912,three_toed,Maned three-toed sloth,3.351,6.955
525,7.699,vulnerable,63.444,three_toed,Maned three-toed sloth,4.97,5.904
526,9.088,vulnerable,63.658,three_toed,Maned three-toed sloth,3.326,5.669
527,8.477,vulnerable,62.916,three_toed,Maned three-toed sloth,5.815,6.009
528,8.391,vulnerable,62.634,three_toed,Maned three-toed sloth,4.612,6.015
529,6.198,vulnerable,64.11,three_toed,Maned three-toed sloth,5.086,3.799
530,7.718,vulnerable,62.934,three_toed,Maned three-toed sloth,4.733,4.332
531,8.314,vulnerable,64.239,three_toed,Maned three-toed sloth,3.934,6.053
532,6.097,vulnerable,63.449,three_toed,Maned three-toed sloth,5.317,5.699
533,6.503,vulnerable,63.394,three_toed,Maned three-toed sloth,5.51,4.85
534,6.214,vulnerable,63.353,three_toed,Maned three-toed sloth,2.726,5.019
535,9.169,vulnerable,65.45,three_toed,Maned three-toed sloth,6.511,5.061
536,6.155,vulnerable,62.674,three_toed,Maned three-toed sloth,5.864,7.115
537,7.736,vulnerable,64.415,three_toed,Maned three-toed sloth,4.432,5.221
538,8.779,vulnerable,61.617,three_toed,Maned three-toed sloth,4.856,7.096
539,8.396,vulnerable,64.366,three_toed,Maned three-toed sloth,3.416,4.656
540,7.712,vulnerable,63.229,three_toed,Maned three-toed sloth,5.836,5.667
541,9.075,vulnerable,64.947,three_toed,Maned three-toed sloth,7.812,4.525
542,5.338,vulnerable,65.084,three_toed,Maned three-toed sloth,4.592,4.967
543,9.043,vulnerable,64.195,three_toed,Maned three-toed sloth,4.797,7.411
544,8.065,vulnerable,62.567,three_toed,Maned three-toed sloth,5.031,5.441
545,6.633,vulnerable,63.243,three_toed,Maned three-toed sloth,5.241,4.545
546,7.099,vulnerable,64.41,three_toed,Maned three-toed sloth,4.163,5.076
547,4.953,vulnerable,62.571,three_toed,Maned three-toed sloth,4.681,6.14
548,7.692,vulnerable,62.97,three_toed,Maned three-toed sloth,3.306,6.198
549,6.808,vulnerable,63.928,three_toed,Maned three-toed sloth,4.646,6.212
550,8.712,vulnerable,64.634,three_toed,Maned three-toed sloth,4.04,5.821
551,7.642,vulnerable,61.896,three_toed,Maned three-toed sloth,4.679,4.975
552,7.653,vulnerable,64.144,three_toed,Maned three-toed sloth,4.633,5.534
553,8.978,vulnerable,62.958,three_toed,Maned three-toed sloth,3.872,6.741
554,7.364,vulnerable,65.089,three_toed,Maned three-toed sloth,5.079,5.327
555,10.161,vulnerable,64.398,three_toed,Maned three-toed sloth,6.665,6.14
556,7.848,vulnerable,64.122,three_toed,Maned three-toed sloth,4.182,4.78
557,7.056,vulnerable,65.17,three_toed,Maned three-toed sloth,4.884,4.802
558,7.331,vulnerable,61.621,three_toed,Maned three-toed sloth,4.452,6.378
559,9.428,vulnerable,61.877,three_toed,Maned three-toed sloth,5.315,7.341
560,7.829,vulnerable,63.5,three_toed,Maned three-toed sloth,4.38,5.309
561,7.039,vulnerable,66.259,three_toed,Maned three-toed sloth,5.016,5.944
562,8.24,vulnerable,65.275,three_toed,Maned three-toed sloth,5.731,5.608
563,8.175,vulnerable,63.26,three_toed,Maned three-toed sloth,4.261,5.936
564,5.898,vulnerable,62.54,three_toed,Maned three-toed sloth,4.809,5.938
565,8.96,vulnerable,63.388,three_toed,Maned three-toed sloth,5.811,4.642
566,7.566,vulnerable,62.725,three_toed,Maned three-toed sloth,5.544,5.995
567,7.826,vulnerable,63.109,three_toed,Maned three-toed sloth,4.463,4.66
568,8.249,vulnerable,64.049,three_toed,Maned three-toed sloth,4.155,4.837
569,8.057,vulnerable,63.641,three_toed,Maned three-toed sloth,4.603,4.893
570,7.642,vulnerable,64.816,three_toed,Maned three-toed sloth,5.72,6.373
571,7.699,vulnerable,62.964,three_toed,Maned three-toed sloth,5.389,5.801
572,6.275,vulnerable,62.741,three_toed,Maned three-toed sloth,5.257,6.976
573,7.765,vulnerable,62.348,three_toed,Maned three-toed sloth,4.054,6.619
574,8.18,vulnerable,64.87,three_toed,Maned three-toed sloth,6.055,5.227
575,6.845,vulnerable,62.313,three_toed,Maned three-toed sloth,6.167,6.336
576,7.082,vulnerable,63.471,three_toed,Maned three-toed sloth,5.378,6.121
577,7.214,vulnerable,64.289,three_toed,Maned three-toed sloth,4.867,4.847
578,7.373,vulnerable,62.033,three_toed,Maned three-toed sloth,5.908,4.958
579,8.38,vulnerable,63.395,three_toed,Maned three-toed sloth,5.392,6.264
580,7.745,vulnerable,63.548,three_toed,Maned three-toed sloth,2.906,6.475
581,8.382,vulnerable,63.883,three_toed,Maned three-toed sloth,4.592,6.586
582,8.497,vulnerable,64.121,three_toed,Maned three-toed sloth,4.184,7.092
583,6.321,vulnerable,62.941,three_toed,Maned three-toed sloth,4.434,5.629
584,6.003,vulnerable,62.353,three_toed,Maned three-toed sloth,6.059,4.686
585,7.089,vulnerable,62.946,three_toed,Maned three-toed sloth,4.687,7.184
586,7.705,vulnerable,62.102,three_toed,Maned three-toed sloth,5.224,6.325
587,6.672,vulnerable,63.358,three_toed,Maned three-toed sloth,4.388,4.527
588,7.426,vulnerable,63.578,three_toed,Maned three-toed sloth,4.212,7.585
589,6.741,vulnerable,64.585,three_toed,Maned three-toed sloth,5.658,5.521
590,7.932,vulnerable,63.237,three_toed,Maned three-toed sloth,5.685,5.939
591,6.943,vulnerable,64.138,three_toed,Maned three-toed sloth,5.052,5.232
592,7.08,vulnerable,62.374,three_toed,Maned three-toed sloth,4.806,4.247
593,7.925,vulnerable,62.855,three_toed,Maned three-toed sloth,4.407,4.25
594,5.358,vulnerable,62.863,three_toed,Maned three-toed sloth,5.563,4.586
595,5.696,vulnerable,63.699,three_toed,Maned three-toed sloth,2.851,5.63
596,7.47,vulnerable,64.132,three_toed,Maned three-toed sloth,7.274,6.824
597,7.152,vulnerable,62.864,three_toed,Maned three-toed sloth,3.912,4.643
598,5.718,vulnerable,65.337,three_toed,Maned three-toed sloth,4.963,6.715
599,6.704,vulnerable,62.882,three_toed,Maned three-toed sloth,4.23,5.938
600,6.245,vulnerable,64.431,three_toed,Maned three-toed sloth,4.529,5.11
601,6.95,vulnerable,64.529,three_toed,Maned three-toed sloth,4.784,5.503
